Email Address,Member Name,Role,Team,Squad,Timestamp,MOUs,Cold Calls,Followups
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-01-29T18:54:39+05:30,1,6,10
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-01-29T20:03:34+05:30,2,12,5
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-01-30T08:48:34+05:30,1,7,5
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-01-30T09:27:49+05:30,1,7,7
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-30T09:47:28+05:30,0,12,5
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-01-30T10:23:42+05:30,2,6,7
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-01-30T10:31:12+05:30,0,7,7
member44@exchangemarathon.com,Member 44,Team Member,marcom,Marcom Stars,2026-01-30T11:54:51+05:30,0,8,0
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-01-30T13:50:42+05:30,0,6,0
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-01-30T16:52:10+05:30,1,6,1
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-01-30T18:11:21+05:30,0,8,5
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-01-30T19:12:18+05:30,0,7,7
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-01-30T20:43:16+05:30,1,5,3
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-01-31T08:18:08+05:30,2,8,9
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-01-31T11:07:33+05:30,1,7,3
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-01-31T12:09:25+05:30,1,8,9
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-31T13:15:05+05:30,2,10,10
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-01-31T13:49:49+05:30,0,10,5
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-01-31T14:43:57+05:30,2,7,5
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-01-31T15:02:03+05:30,1,5,7
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-01-31T16:02:55+05:30,1,11,6
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-01-31T18:02:00+05:30,2,9,8
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-01-31T19:17:38+05:30,1,4,5
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-01-31T20:44:42+05:30,1,3,1
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-02-01T10:13:40+05:30,0,12,6
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-02-01T10:38:01+05:30,0,7,5
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-02-01T12:14:15+05:30,2,10,5
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-01T12:36:39+05:30,2,9,7
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-02-01T12:46:59+05:30,0,8,6
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-02-01T15:03:49+05:30,2,11,8
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-02-01T15:51:46+05:30,0,8,9
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-02-01T16:15:20+05:30,0,5,8
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-02-01T17:27:48+05:30,1,8,6
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-02-01T17:30:17+05:30,1,6,10
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-01T17:39:09+05:30,1,5,2
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-02-01T19:39:58+05:30,1,9,9
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-02-01T19:56:37+05:30,1,6,10
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-02-02T08:04:26+05:30,3,13,14
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-02-02T10:00:54+05:30,2,9,7
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-02-02T11:14:26+05:30,0,5,9
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-02-02T11:17:13+05:30,2,12,8
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-02-02T12:22:12+05:30,3,17,11
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-02T12:33:35+05:30,1,1,3
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-02T13:17:33+05:30,2,7,8
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-02-02T13:33:09+05:30,1,20,12
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-02-02T15:03:31+05:30,1,12,8
member51@exchangemarathon.com,Member 51,Activity Lead,marcom,Marcom Sparks,2026-02-02T15:31:08+05:30,1,14,12
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-02-02T18:35:03+05:30,0,4,0
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-02-02T19:46:53+05:30,1,12,5
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-02-02T19:54:44+05:30,0,1,5
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-02T20:51:08+05:30,3,14,13
member53@exchangemarathon.com,Member 53,Team Member,marcom,Marcom Sparks,2026-02-03T08:53:17+05:30,1,5,10
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-03T09:46:27+05:30,0,11,6
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-03T10:22:16+05:30,0,6,6
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-02-03T13:46:11+05:30,2,9,5
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-02-03T14:11:09+05:30,2,17,13
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-03T15:06:10+05:30,0,10,6
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-03T15:30:33+05:30,0,5,7
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-03T16:49:35+05:30,2,6,6
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-02-03T17:10:57+05:30,1,5,4
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-03T19:19:01+05:30,0,12,8
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-03T20:18:44+05:30,2,9,10
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-02-03T20:33:22+05:30,1,19,15
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-02-03T20:48:08+05:30,2,11,9
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-02-04T11:37:25+05:30,0,5,4
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-02-04T11:42:06+05:30,1,11,5
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-02-04T11:57:55+05:30,3,18,15
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-02-04T13:26:48+05:30,1,11,6
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-02-04T13:51:09+05:30,0,7,10
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-02-04T14:33:11+05:30,2,19,14
member44@exchangemarathon.com,Member 44,Team Member,marcom,Marcom Stars,2026-02-04T14:51:52+05:30,0,4,5
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-02-04T15:09:47+05:30,1,3,2
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-02-04T16:32:54+05:30,0,11,6
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-02-04T16:34:12+05:30,0,1,2
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-02-04T17:09:02+05:30,0,9,9
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-04T17:58:19+05:30,1,16,15
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-02-05T09:06:16+05:30,0,5,1
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-05T09:21:23+05:30,0,9,8
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-02-05T09:22:16+05:30,0,8,10
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-02-05T09:42:30+05:30,1,12,13
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-02-05T12:08:08+05:30,1,7,7
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-02-05T13:13:02+05:30,1,8,7
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-02-05T13:54:36+05:30,1,9,6
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-05T14:20:58+05:30,0,7,10
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-02-05T15:28:24+05:30,1,5,4
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-05T15:41:13+05:30,1,11,6
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-05T17:41:50+05:30,2,8,5
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-02-05T18:16:09+05:30,1,13,15
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-05T18:29:27+05:30,2,10,10
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-02-05T19:33:21+05:30,1,12,10
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-05T19:52:31+05:30,2,7,9
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-02-05T20:27:28+05:30,2,20,12
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-02-06T08:09:59+05:30,2,12,7
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-06T08:45:21+05:30,2,11,6
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-02-06T09:49:28+05:30,3,15,10
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-02-06T11:15:03+05:30,2,12,9
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-06T11:59:15+05:30,1,5,6
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-06T12:39:06+05:30,1,7,4
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-06T13:08:35+05:30,2,17,13
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-06T13:16:15+05:30,3,15,12
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-02-06T13:47:54+05:30,3,13,10
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-02-06T14:13:59+05:30,1,8,5
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-02-06T15:48:40+05:30,0,5,5
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-02-06T17:30:43+05:30,0,6,9
member43@exchangemarathon.com,Member 43,Support Associate,marcom,Marcom Stars,2026-02-06T17:31:55+05:30,1,6,8
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-02-06T18:58:34+05:30,2,8,6
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-02-06T20:16:46+05:30,1,6,4
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-07T08:36:35+05:30,3,19,12
member12@exchangemarathon.com,Member 12,Team Member,b2b,B2B Hunters,2026-02-07T08:53:57+05:30,0,7,9
member43@exchangemarathon.com,Member 43,Support Associate,marcom,Marcom Stars,2026-02-07T09:36:49+05:30,0,11,10
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-07T11:15:39+05:30,1,7,5
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-02-07T11:54:01+05:30,1,9,7
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-02-07T12:25:31+05:30,0,5,4
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-07T16:05:09+05:30,0,7,10
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-07T16:11:22+05:30,0,5,9
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-02-07T16:50:44+05:30,2,9,5
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-02-07T17:50:00+05:30,1,15,12
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-02-07T18:45:57+05:30,0,5,8
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-08T08:07:14+05:30,1,5,7
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-02-08T11:41:53+05:30,0,7,10
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-08T11:56:34+05:30,2,8,9
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-08T12:10:53+05:30,0,11,9
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-02-08T13:52:06+05:30,1,6,9
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-08T14:50:03+05:30,2,5,9
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-02-08T15:05:18+05:30,1,12,7
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-08T15:28:44+05:30,2,6,9
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-02-08T15:41:19+05:30,2,6,9
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-02-08T17:32:40+05:30,2,9,6
member53@exchangemarathon.com,Member 53,Team Member,marcom,Marcom Sparks,2026-02-08T17:55:54+05:30,1,9,7
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-08T18:05:13+05:30,1,12,11
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-02-08T19:29:19+05:30,0,1,4
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-02-08T19:43:43+05:30,2,12,15
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-02-08T20:45:23+05:30,2,5,8
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-02-09T08:21:06+05:30,1,11,10
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-09T09:12:51+05:30,2,9,8
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-02-09T09:15:23+05:30,0,11,8
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-02-09T09:57:42+05:30,0,7,7
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-02-09T12:42:42+05:30,2,11,7
member43@exchangemarathon.com,Member 43,Support Associate,marcom,Marcom Stars,2026-02-09T13:41:58+05:30,0,5,10
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-09T15:30:51+05:30,1,10,5
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-09T15:37:00+05:30,1,10,7
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-09T15:57:37+05:30,1,5,5
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-02-09T16:29:32+05:30,0,7,10
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-09T17:59:53+05:30,2,12,10
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-02-09T18:17:36+05:30,1,6,10
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-09T18:26:16+05:30,1,12,10
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-09T20:57:01+05:30,2,12,5
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-02-10T08:00:38+05:30,3,20,15
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-10T08:01:12+05:30,0,1,0
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-02-10T10:58:51+05:30,0,9,9
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-02-10T11:24:28+05:30,1,11,7
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-02-10T11:54:07+05:30,1,5,0
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-10T12:01:51+05:30,2,7,7
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-02-10T13:25:49+05:30,1,11,9
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-02-10T13:33:31+05:30,0,7,8
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-02-10T13:37:01+05:30,1,8,6
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-02-10T13:57:36+05:30,1,19,12
member53@exchangemarathon.com,Member 53,Team Member,marcom,Marcom Sparks,2026-02-10T16:34:19+05:30,2,10,9
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-10T18:05:30+05:30,0,7,1
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-02-10T18:23:50+05:30,1,11,7
member14@exchangemarathon.com,Member 14,Support Associate,b2b,B2B Hunters,2026-02-10T19:20:55+05:30,1,7,9
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-11T09:57:49+05:30,0,9,10
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-02-11T12:27:55+05:30,1,6,9
member53@exchangemarathon.com,Member 53,Team Member,marcom,Marcom Sparks,2026-02-11T12:29:39+05:30,0,10,10
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-02-11T13:30:44+05:30,1,10,6
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-02-11T14:23:20+05:30,2,16,10
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-11T14:52:03+05:30,0,7,10
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-02-11T15:37:38+05:30,2,11,9
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-02-11T15:43:18+05:30,0,9,6
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-02-11T17:00:20+05:30,0,4,4
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-02-11T19:52:38+05:30,2,6,10
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-02-11T20:16:51+05:30,2,9,9
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-02-12T09:01:48+05:30,2,6,10
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-02-12T09:39:02+05:30,3,14,12
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-02-12T09:39:17+05:30,1,3,2
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-02-12T12:40:13+05:30,1,6,6
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-12T15:07:12+05:30,1,11,7
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-02-12T15:43:01+05:30,1,19,12
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-02-12T15:43:47+05:30,1,11,5
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-02-12T16:18:29+05:30,0,0,6
member12@exchangemarathon.com,Member 12,Team Member,b2b,B2B Hunters,2026-02-12T16:50:31+05:30,1,5,7
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-02-12T18:45:30+05:30,0,5,7
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-12T18:58:52+05:30,1,11,9
member12@exchangemarathon.com,Member 12,Team Member,b2b,B2B Hunters,2026-02-12T19:03:03+05:30,2,10,6
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-12T19:31:04+05:30,2,12,13
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-02-13T08:08:51+05:30,2,17,15
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-02-13T11:06:36+05:30,0,9,10
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-13T11:13:23+05:30,0,7,7
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-02-13T11:16:17+05:30,0,8,9
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-02-13T14:40:05+05:30,2,12,14
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-02-13T14:52:16+05:30,1,5,8
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-02-13T15:09:40+05:30,0,6,9
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-02-13T15:49:22+05:30,2,6,10
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-02-13T17:29:21+05:30,0,9,9
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-02-13T19:19:45+05:30,1,2,1
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-02-13T19:54:10+05:30,1,11,7
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-14T08:42:55+05:30,1,9,7
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-02-14T08:45:08+05:30,0,5,10
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-02-14T09:15:43+05:30,1,12,5
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-14T10:39:45+05:30,0,9,5
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-02-14T11:15:38+05:30,1,12,11
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-02-14T11:53:46+05:30,1,8,5
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-02-14T12:53:26+05:30,0,0,2
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-02-14T13:01:52+05:30,1,10,9
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-14T13:13:42+05:30,0,6,5
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-02-14T14:42:15+05:30,2,6,5
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-02-14T14:44:43+05:30,1,9,8
member44@exchangemarathon.com,Member 44,Team Member,marcom,Marcom Stars,2026-02-14T15:24:47+05:30,0,7,1
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-14T16:01:44+05:30,0,9,9
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-14T17:07:13+05:30,1,9,7
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-14T19:05:01+05:30,2,5,8
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-02-15T08:25:25+05:30,2,19,13
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-02-15T09:03:27+05:30,1,8,10
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-02-15T10:41:40+05:30,2,10,9
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-02-15T11:01:31+05:30,0,9,8
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-02-15T11:51:27+05:30,1,10,9
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-02-15T13:13:34+05:30,1,10,5
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-02-15T14:15:54+05:30,1,1,2
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-02-15T14:59:36+05:30,1,13,15
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-02-15T15:26:44+05:30,1,10,8
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-02-15T18:26:44+05:30,0,11,8
member43@exchangemarathon.com,Member 43,Support Associate,marcom,Marcom Stars,2026-02-15T18:45:13+05:30,1,10,10
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-02-15T19:04:31+05:30,2,9,9
member14@exchangemarathon.com,Member 14,Support Associate,b2b,B2B Hunters,2026-02-15T19:21:13+05:30,1,12,9
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-02-15T19:50:24+05:30,0,7,8
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-02-15T20:00:02+05:30,3,12,13
member44@exchangemarathon.com,Member 44,Team Member,marcom,Marcom Stars,2026-02-16T08:35:38+05:30,1,5,1
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-02-16T08:53:30+05:30,2,17,15
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-02-16T09:08:05+05:30,1,2,2
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-02-16T11:39:16+05:30,0,5,7
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-02-16T12:04:48+05:30,1,14,13
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-02-16T14:43:55+05:30,1,7,9
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-02-16T16:02:41+05:30,0,6,7
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-02-16T16:42:58+05:30,2,11,7
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-02-16T17:11:12+05:30,0,6,5
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-02-16T17:18:54+05:30,2,18,12
member43@exchangemarathon.com,Member 43,Support Associate,marcom,Marcom Stars,2026-02-16T19:35:43+05:30,0,8,7
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-02-16T19:41:22+05:30,2,9,6
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-02-16T20:54:01+05:30,2,12,10
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-02-17T08:12:04+05:30,0,12,5
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-02-17T10:53:21+05:30,0,9,5
